func_100011_g,getIsPotionDurationMax
func_186214_a,setMirror
func_186215_c,getRotation
func_186216_b,getBoundingBoxFromChunk
func_186217_a,copy
func_186218_a,setChunk
func_186219_f,getReplacedBlock
func_186220_a,setRotation
func_186221_e,getIgnoreEntities
func_186222_a,setIgnoreEntities
func_186223_a,setBoundingBox
func_186224_i,setBoundingBoxFromChunk
func_186225_a,setReplacedBlock
func_186226_b,setIgnoreStructureBlock
func_186227_h,getIgnoreStructureBlock
func_186235_b,readTemplate
func_186236_a,readTemplateFromJar
func_186237_a,getTemplate
func_186238_c,writeTemplate
func_186239_a,readTemplateFromStream
func_186252_a,setAuthor
func_186253_b,addBlocksToWorld
func_186254_a,takeBlocksFromWorld
func_186255_a,takeEntitiesFromWorld
func_186256_b,read
func_186257_a,transformedSize
func_186258_a,getDataBlocks
func_186259_a,getSize
func_186260_a,addBlocksToWorldChunk
func_186261_b,getAuthor
func_186262_a,calculateConnectedPos
func_186263_a,addEntitiesToWorld
func_186264_a,writeDoubles
func_186266_a,transformedBlockPos
func_186267_a,writeInts
func_186268_a,transformedBlockPos
func_186269_a,transformedVec3d
func_186274_m,getPushReaction
func_186281_c,distanceManhattan
func_186282_b,createFromBuffer
func_186283_a,cloneMove
func_186289_a,getPriority
func_186309_a,setPoint
func_186310_f,getCurrentPos
func_186311_b,read
func_186315_a,init
func_186316_c,setCanSwim
func_186317_a,setCanEnterDoors
func_186318_b,getStart
func_186319_a,getPathNodeType
func_186320_a,findPathOptions
func_186321_b,setCanOpenDoors
func_186322_e,getCanSwim
func_186323_c,getCanEnterDoors
func_186324_d,getCanOpenDoors
func_186325_a,getPathPointToCoords
func_186327_c,isFree
func_186328_b,getWaterNode
func_186329_a,getPathNodeType
func_186330_a,getPathNodeType
func_186331_a,getPathNodeType
func_186332_a,getSafePoint
func_186333_a,findPath
func_186334_a,findPath
func_186335_a,findPath
func_186336_a,findPath
func_186340_h,getStructureTemplateManager
func_186343_L,isVersionSnapshot
func_186344_K,getVersionId
func_186345_a,setDimensionData
func_186346_M,getVersionName
func_186347_a,getDimensionData
func_186352_b,getFile
func_186353_a,getWorldData
func_186355_l,markVersionInList
func_186356_m,askToOpenWorld
func_186357_i,getVersionName
func_186361_a,getEffectiveWeight
func_186362_a,serialize
func_186363_a,addLoot
func_186367_a,deserialize
func_186370_a,deserialize
func_186372_a,deserialize
func_186373_a,register
func_186374_a,getAll
func_186375_a,register
func_186449_b,generateLoot
func_186452_a,createLootRoll
func_186459_a,getEmptySlotsRandomized
func_186460_a,fillInventory
func_186462_a,generateLootForPools
func_186463_a,shuffleItems
func_186469_a,withLuck
func_186470_a,withPlayer
func_186471_a,build
func_186472_a,withLootedEntity
func_186473_a,withDamageSource
func_186482_a,fromString
func_186490_b,removeLootTable
func_186491_f,getLuck
func_186492_c,getKiller
func_186493_a,getLootedEntity
func_186494_a,getEntity
func_186495_b,getKillerPlayer
func_186496_a,addLootTable
func_186497_e,getLootTableManager
func_186507_b,generateFloat
func_186509_a,getMin
func_186510_a,isInRange
func_186511_a,generateInt
func_186512_b,getMax
func_186517_b,loadLootTable
func_186518_c,loadBuiltinLootTable
func_186521_a,getLootTableFromLocation
func_186522_a,reloadLootTables
func_186529_a,getFunctionName
func_186530_b,deserialize
func_186531_b,getFunctionClass
func_186532_a,serialize
func_186553_a,apply
func_186554_a,getConditions
func_186581_a,getSerializerFor
func_186582_a,registerFunction
func_186583_a,getSerializerForName
func_186586_a,deserialize
func_186592_a,serialize
func_186594_a,getOperationFromStr
func_186595_a,getOperationFromInt
func_186602_a,getLootTableLocation
func_186603_b,deserialize
func_186604_b,getConditionClass
func_186605_a,serialize
func_186618_a,testCondition
func_186631_a,entityScoreMatch
func_186638_a,testAllConditions
func_186639_a,registerCondition
func_186640_a,getSerializerFor
func_186641_a,getSerializerForName
func_186644_a,registerProperty
func_186645_a,getSerializerFor
func_186646_a,getSerializerForName
func_186649_a,getName
func_186650_a,serialize
func_186651_b,getPropertyClass
func_186652_a,deserialize
func_186657_a,testProperty
func_186660_b,intersectsWithYZ
func_186661_a,isClosest
func_186662_g,grow
func_186663_b,collideWithYPlane
func_186664_h,shrink
func_186665_c,collideWithZPlane
func_186666_e,setMaxY
func_186667_c,intersectsWithXZ
func_186668_a,intersects
func_186669_d,intersectsWithXY
func_186670_a,offset
func_186671_a,collideWithXPlane
func_186678_a,scale
func_186679_c,squareDistanceTo
func_186681_k,getCollisionRule
func_186682_a,setCollisionRule
func_186684_a,addDirtyRunnable
func_186686_a,getByName
func_186687_a,getNames
func_186703_a,getBlockStateAtEntityViewpoint
func_186704_a,updateKeyBindState
func_186707_e,getValueMin
func_186711_a,getSoundLevel
func_186712_a,setSoundLevel
func_186719_a,createScreenshot
func_186720_a,colorMultiplier
func_186722_a,registerBlockColorHandler
func_186723_a,init
func_186724_a,colorMultiplier
func_186726_a,colorMultiplier
func_186728_a,colorMultiplier
func_186729_a,init
func_186730_a,registerItemColorHandler
func_186731_a,registerItemColorHandler
func_186734_i,shouldDarkenSky
func_186735_a,setPercent
func_186736_g,getColor
func_186737_d,getUniqueId
func_186738_f,getPercent
func_186739_a,setName
func_186740_h,getOverlay
func_186741_a,setDarkenSky
func_186742_b,setPlayEndBossMusic
func_186743_c,setCreateFog
func_186744_e,getName
func_186745_a,setColor
func_186746_a,setOverlay
func_186747_j,shouldPlayEndBossMusic
func_186748_k,shouldCreateFog
func_186757_c,getPlayers
func_186758_d,setVisible
func_186759_a,sendUpdate
func_186760_a,addPlayer
func_186761_b,removePlayer
func_186765_a,updateFromPacket
func_186768_j,isServerPack
func_186769_f,loadServerIcon
func_186774_a,joinWorld
func_186776_b,deleteWorld
func_186777_e,loadWorld
func_186778_c,editWorld
func_186779_d,recreateWorld
func_186792_d,selectWorld
func_186794_f,getSelectedWorld
func_186795_e,refreshList
func_186796_g,getGuiWorldSelection
func_186801_a,getRandomObject
func_186803_a,add
func_186804_a,size
func_186805_c,getValue
func_186806_e,findEmpty
func_186807_d,grow
func_186808_c,add
func_186809_c,nextId
func_186810_b,size
func_186811_d,hashObject
func_186812_a,clear
func_186813_a,get
func_186814_a,put
func_186815_a,getId
func_186816_b,getIndex
func_186823_a,refresh
func_186824_a,getString
func_186825_b,getStartTime
func_186826_c,getLocation
func_186831_a,getByName
func_186832_a,getParticleNames
func_186838_a,requestCompletions
func_186839_b,getTargetBlockPos
func_186840_a,setCompletions
func_186841_a,complete
func_186842_c,resetDidComplete
func_186843_d,resetRequested
func_186854_a,setUniqueId
func_186855_b,hasUniqueId
func_186856_d,getSize
func_186857_a,getUniqueId
func_186858_c,getIntAt
func_186859_a,createPosTag
func_186860_b,getUUIDFromTag
func_186861_c,getPosFromTag
func_186862_a,createUUIDTag
func_186863_b,readVarIntArray
func_186865_a,writeLongArray
func_186873_b,readLongArray
func_186875_a,writeVarIntArray
func_186876_a,resolve
func_186877_b,fromJsonLenient
func_186879_b,getUniqueId
func_186880_c,getX
func_186881_e,getZ
func_186882_d,getY
func_186884_d,getZ
func_186885_b,getX
func_186886_c,getY
func_186887_d,getZ
func_186888_b,getX
func_186889_c,getY
func_186890_c,getUniqueId
func_186891_e,getX
func_186892_f,getY
func_186893_g,getZ
func_186895_b,getUniqueId
func_186897_e,getY
func_186898_d,getX
func_186899_f,getZ
func_186900_e,getColor
func_186901_i,shouldCreateFog
func_186902_b,getOperation
func_186903_a,setFlags
func_186904_f,getOverlay
func_186905_j,getFlags
func_186906_d,getPercent
func_186907_c,getName
func_186908_a,getUniqueId
func_186909_g,shouldDarkenSky
func_186910_h,shouldPlayEndBossMusic
func_186920_a,getItem
func_186922_b,getTicks
func_186925_e,getZ
func_186926_d,getY
func_186927_f,getVolume
func_186928_g,getPitch
func_186929_b,getCategory
func_186930_a,getSoundName
func_186932_c,getX
func_186940_a,getX
func_186941_b,getZ
func_186945_f,getWriteBuffer
func_186946_a,getReadBuffer
func_186951_c,getZ
func_186952_a,getX
func_186953_b,getY
func_186955_b,getY
func_186956_c,getZ
func_186957_a,getX
func_186958_e,getPitch
func_186959_d,getYaw
func_186965_f,getTeleportId
func_186967_a,getEntity
func_186968_a,getPotion
func_186969_c,getEquipmentSlot
func_186971_a,getPassengerIds
func_186972_b,getEntityId
func_186975_j,getCollisionRule
func_186977_b,getCategory
func_186978_a,getSound
func_186981_d,getZ
func_186982_b,getX
func_186983_c,getY
func_186984_g,getIsAmbient
func_186987_a,getTeleportId
func_186989_c,hasTargetBlock
func_186991_f,getMainHand
func_186993_f,getClickType
func_186994_b,getHand
func_186996_b,getY
func_186997_a,getX
func_186998_b,getPitch
func_186999_a,getYaw
func_187000_c,getZ
func_187002_b,getY
func_187003_c,getZ
func_187004_a,getX
func_187005_e,getPitch
func_187006_d,getYaw
func_187012_a,getLeft
func_187014_b,getRight
func_187017_b,getLines
func_187018_a,getHand
func_187020_f,getFacingZ
func_187022_c,getHand
func_187023_a,getPos
func_187024_b,getDirection
func_187025_e,getFacingY
func_187026_d,getFacingX
func_187028_a,getHand
func_187040_a,pack
func_187042_a,getMask
func_187043_b,isSet
func_187044_a,unpack
func_187052_a,getAssetsIndex
func_187054_b,renderMultipass
func_187055_a,renderPaddle
func_187056_a,makePaddle
func_187062_a,render
func_187072_a,getMainHand
func_187073_a,postRenderArm
func_187074_a,getArmForSide
func_187097_a,interactWithEntity
func_187098_a,windowClick
func_187099_a,processRightClickBlock
func_187100_a,pickItem
func_187101_a,processRightClick
func_187102_a,interactWithEntity
func_187103_a,onPlayerDestroyBlock
func_187106_i,getLocationElytra
func_187108_a,setBoundingBox
func_187109_b,setPosition
func_187110_a,move
func_187111_c,shouldDisableDepth
func_187112_i,setExpired
func_187113_k,isAlive
func_187114_a,setMaxAge
func_187115_a,setSize
func_187116_l,getBoundingBox
func_187117_a,setParticleTexture
func_187118_j,resetPositionToBB
func_187145_d,setColorFade
func_187146_c,setColor
func_187154_b,multiplyColor
func_187155_a,getId
func_187156_b,getSerializer
func_187159_a,read
func_187160_a,write
func_187161_a,createKey
func_187188_b,getSerializerId
func_187189_a,registerSerializer
func_187190_a,getSerializer
func_187205_a,getKey
func_187206_b,getValue
func_187208_a,setDirty
func_187209_c,isDirty
func_187210_a,setValue
func_187214_a,register
func_187215_b,readEntries
func_187216_a,writeEntries
func_187217_b,setDirty
func_187218_a,setEntryValues
func_187219_c,getEntry
func_187220_a,writeEntry
func_187221_b,getDirty
func_187222_c,setEntry
func_187223_a,isDirty
func_187224_a,setEntryValue
func_187225_a,get
func_187226_a,createKey
func_187227_b,set
func_187228_d,isEmpty
func_187229_a,writeEntries
func_187230_e,setClean
func_187231_c,getAll
func_187238_b,removeProperty
func_187239_a,hasProperty
func_187240_a,tickParticleList
func_187242_a,changePlayerDimension
func_187243_f,updatePermissionLevel
func_187244_a,reloadWhitelist
func_187245_a,sendPlayerPermissionLevel
func_187246_z,loadPlayerBanList
func_187247_w,saveIPBanList
func_187248_x,savePlayerBanList
func_187249_y,loadIPBanList
func_187250_a,processRightClick
func_187251_a,processRightClickBlock
func_187252_a,setViewDistance
func_187253_a,getPositionLong
func_187254_a,updateServerPosition
func_187259_a,setMaxRange
func_187260_b,getTrackedEntity
func_187261_c,resetPlayerVisibility
func_187264_a,getPos
func_187265_a,blockChanged
func_187266_f,getChunk
func_187267_a,sendPacket
func_187268_a,providePlayerChunk
func_187269_a,hasPlayerMatching
func_187270_g,getClosestPlayerDistance
func_187271_a,hasPlayerMatchingInRange
func_187272_b,sendToPlayers
func_187273_a,sendBlockEntity
func_187274_e,isSentToPlayers
func_187275_d,containsPlayer
func_187276_a,addPlayer
func_187277_b,removePlayer
func_187278_c,sendToPlayer
func_187279_c,updateChunkInhabitedTime
func_187280_d,update
func_187300_b,getChunkIterator
func_187301_b,getEntry
func_187302_c,getOrCreateEntry
func_187304_a,entryChanged
func_187305_b,removeEntry
func_187306_e,markSortPending
func_187307_d,getIndex
func_187314_a,lightmap
func_187315_a,tex
func_187319_a,lookupProfile
func_187320_a,setOnlineMode
func_187321_d,isOnlineMode
func_187373_a,apply
func_187374_b,clean
func_187397_v,glGetInteger
func_187398_d,glBlendEquation
func_187399_a,glTexEnvi
func_187400_c,glColorPointer
func_187401_a,blendFunc
func_187402_b,glFog
func_187403_b,glTexParameterf
func_187404_a,glTexCoordPointer
func_187405_c,glTexCoordPointer
func_187406_e,glColorPointer
func_187407_a,cullFace
func_187408_a,enableBlendProfile
func_187409_d,glPolygonMode
func_187410_q,glEnableClientState
func_187411_c,glGetTexLevelParameteri
func_187412_c,glFogi
func_187413_a,glReadPixels
func_187414_b,glTexSubImage2D
func_187415_K,glEndList
func_187416_u,glGetString
func_187417_n,disableOutlineMode
func_187418_a,quatToGlMatrix
func_187419_a,glTexImage2D
func_187420_d,glVertexPointer
func_187421_b,glTexParameteri
func_187422_a,colorLogicOp
func_187423_f,glNewList
func_187424_a,glLightModel
func_187425_g,glPixelStorei
func_187426_b,glTexCoord2f
func_187427_b,glVertexPointer
func_187428_a,tryBlendFuncSeparate
func_187429_p,glDisableClientState
func_187430_a,setFog
func_187431_e,enableOutlineMode
func_187432_a,glNormal3f
func_187433_a,glGetTexImage
func_187434_L,glGetError
func_187435_e,glVertex3f
func_187436_a,glTexEnvf
func_187437_J,glEnd
func_187438_a,glLight
func_187439_f,glDrawArrays
func_187440_b,disableBlendProfile
func_187441_d,glLineWidth
func_187442_t,glGenLists
func_187443_a,glCopyTexSubImage2D
func_187444_a,rotate
func_187445_a,glGetInteger
func_187446_a,glNormalPointer
func_187447_r,glBegin
func_187448_b,glTexEnv
func_187449_e,glDeleteLists
func_187452_a,getPermissionLevel
func_187453_a,transformFirstPerson
func_187454_a,transformEatFirstPerson
func_187455_a,renderArm
func_187456_a,renderArmFirstPerson
func_187457_a,renderItemInFirstPerson
func_187458_c,rotateArm
func_187459_b,transformSideFirstPerson
func_187460_a,resetEquippedProgress
func_187461_a,renderMapFirstPerson
func_187462_a,renderItemSide
func_187463_a,renderMapFirstPerson
func_187464_b,setLightmap
func_187465_a,renderMapFirstPersonSide
func_187466_c,renderArms
func_187473_a,convertMobOwnerIfNeeded
func_187474_a,markBlocksForUpdate
func_187477_a,freeCacheSlot
func_187478_a,getResourceLocation
func_187489_a,getPropertyName
func_187490_a,removeName
func_187491_a,updateVertexBrightness
func_187492_a,renderQuadsSmooth
func_187493_a,renderModel
func_187494_a,fillQuadBounds
func_187495_a,renderModelBrightnessColor
func_187496_a,renderQuadsFlat
func_187497_c,renderModelFlat
func_187498_b,renderModelSmooth
func_187502_a,registerSound
func_187503_a,getSoundName
func_187504_b,registerSounds
func_187508_a,getSprite
func_187510_a,getRegisteredSoundEvent
func_187948_a,getName
func_187949_b,getSoundCategoryNames
func_187950_a,getByName
func_187964_a,getItemOverrides
func_187965_e,getOverrideLocations
func_187966_f,getOverrides
func_187967_g,createOverrides
func_187998_b,parseMultipart
func_187999_a,parseMapVariants
func_188000_b,hasVariant
func_188001_c,getMultipartData
func_188002_b,hasMultipartData
func_188003_a,getMultipartVariants
func_188004_c,getVariant
func_188006_a,rotateUV
func_188007_a,makeRotatedUV
func_188010_a,applyUVLock
func_188011_a,rotateVertex
func_188012_a,makeQuadVertexData
func_188013_a,addUvRotation
func_188014_a,getIndex
func_188015_a,fillVertexData
func_188021_a,applyOverride
func_188025_a,makeMapResourceValues
func_188026_a,getLocation
func_188027_a,matchesItemStack
func_188034_a,applyTransformSide
func_188035_a,makeQuaternion
func_188041_a,getResourceLocationBlock
func_188042_a,parseModelRotation
func_188043_b,getStringModel
func_188044_d,parseUvLock
func_188045_c,parseWeight
func_188046_a,getModelLocation
func_188047_d,getWeight
func_188048_b,getRotation
func_188049_c,isUvLock
func_188054_f,initPickedUpAndDroppedStats
func_188055_a,getBlockStats
func_188056_d,getObjectsPickedUpStats
func_188057_b,getObjectUseStats
func_188058_e,getDroppedObjectStats
func_188059_c,getObjectBreakStats
func_188060_a,getCraftStats
func_188114_a,getVariantList
func_188118_a,getPredicate
func_188123_a,makePredicate
func_188133_a,getSelectors
func_188135_c,getStateContainer
func_188136_a,getSelectors
func_188137_b,getVariants
func_188138_a,setStateContainer
func_188141_a,setAt
func_188142_a,getAt
func_188143_a,getBackingLongArray
func_188144_b,size
func_188158_a,getOrAndCondition
func_188159_b,getWhenCondition
func_188161_b,makePropertyValue
func_188165_a,getVariantList
func_188166_a,getPredicate
func_188172_b,getItem
func_188173_a,gsonDeserialize
func_188174_a,deserializeClass
func_188175_b,isNumber
func_188176_a,gsonDeserialize
func_188177_a,deserializeClass
func_188178_a,gsonDeserialize
func_188179_a,deserializeClass
func_188180_i,getItem
func_188181_b,getVariants
func_188182_a,getBlockstateLocations
func_188185_a,isGlobalRenderer
func_188186_a,renderStateModel
func_188190_a,renderSkull
func_188204_a,renderBeamSegment
func_188205_a,renderBeamSegment
func_188206_a,renderBeacon
func_188207_b,positiveModulo
func_188208_f,hash
func_188209_b,wrapDegrees
func_188210_a,getRandomUUID
func_188216_a,getFixVersion
func_188217_a,fixTagCompound
func_188219_a,addPassengerToVehicle
func_188220_b,extractVehicle
func_188224_a,updateLine
func_188228_i,getDistanceSq
func_188244_g,stopWorkerThreads
func_188245_a,uploadChunk
func_188247_f,hasNoChunkUpdates
func_188248_h,hasNoFreeRenderBuilders
func_188251_a,process
func_188252_b,processFixes
func_188253_c,processWalkers
func_188254_a,getTypeList
func_188255_a,registerVanillaWalker
func_188256_a,registerFix
func_188257_a,process
func_188258_a,registerWalker
func_188263_a,isChunkExisting
func_188264_a,notifyToStop
func_188266_a,process
func_188267_a,getBlockEntityID
func_188271_b,filteredProcess
func_188276_a,registerFixes
func_188277_a,processItemStack
func_188278_b,processInventory
func_188279_a,createFixer
func_188280_f,getDistanceSq
func_188281_o,needsImmediateUpdate
func_188282_m,clearNeedsUpdate
func_188283_p,getWorld
func_188289_a,addPath
func_188295_H_,isMultipass
func_188296_a,renderEntityName
func_188297_a,setRenderOutlines
func_188298_c,getTeamColor
func_188299_a,renderShadowSingle
func_188300_b,renderMultipass
func_188309_a,setupTranslation
func_188311_a,setupRotation
func_188319_a,renderCartContents
func_188322_c,prepareScale
func_188325_a,renderCrystalBeams
func_188347_a,rotLerp
func_188358_a,renderHeldItem
func_188359_a,setModelSlotVisible
func_188360_a,getModelFromSlot
func_188361_a,renderArmorLayer
func_188363_b,isLegSlot
func_188364_a,renderEnchantedGlint
func_188382_a,getAndSplit
func_188383_a,getAndRemove
func_188388_a,renderEntityStatic
func_188389_a,renderMultipass
func_188390_b,isRenderMultipass
func_188391_a,renderEntity
func_188397_a,getType
func_188398_b,getResult
func_188401_b,getDamageAfterMagicAbsorb
func_188403_a,causeIndirectDamage
func_188404_v,getDamageLocation
func_188405_b,causeExplosionDamage
func_188408_i,isBeneficial
func_188409_a,getIdFromPotion
func_188410_a,getPotionDurationString
func_188411_k,registerPotions
func_188412_a,getPotionById
func_188413_j,setBeneficial
func_188418_e,doesShowParticles
func_188419_a,getPotion
func_188422_a,getRegisteredMobEffect
func_188429_b,createEntityByIDFromName
func_188442_a,getTeamCollisionPredicate
func_188443_a,withinRange
func_188450_d,getName
func_188451_a,fromString
func_188452_c,getSlotIndex
func_188453_a,getSlotType
func_188454_b,getIndex
func_188468_a,opposite
func_188479_b,removeModifier
func_188487_a,read
func_188488_a,strafe
func_188497_a,getRandPos
func_188498_f,isBowInMainhand
func_188508_a,isTempting
func_188511_a,getTargetableArea
func_188514_a,createSkeleton
func_188515_a,createHorse
func_188518_a,canPlaceBlock
func_188525_d,enableControlFlag
func_188526_c,disableControlFlag
func_188527_a,setControlFlag
func_188528_b,isControlFlagDisabled
func_188532_a,makeFromResource
func_188535_a,interpolateColor
func_188536_b,getUnInterpolatedV
func_188537_a,getUnInterpolatedU
func_188538_a,loadSprite
func_188539_a,loadSpriteFrames
func_188543_d,getColorGamma
func_188545_b,isFileExisting
func_188546_a,getPackMcmeta
func_188547_a,getFile
func_188552_d,checkResourcePath
func_188553_i,canUpdatePathOnTimeout
func_188554_j,updatePath
func_188555_b,canEntityStandOnPos
func_188565_b,getResourcePackEntry
func_188566_a,hasKey
func_188567_j,getInsideDirection
func_188568_a,hasKey
func_188573_b,getHash
func_188574_d,getTextureName
func_188575_a,getByOrdinal
func_188576_a,getByItem
func_188577_b,isHorseArmor
func_188578_c,getProtection
func_188579_a,getOrdinal
func_188580_a,getByItemStack
func_188616_a,getQuads
func_188617_f,getOverrides
func_188618_c,isBuiltInRenderer
func_188627_a,getRandomModel
func_188631_b,getBlockstateLocation
func_188632_a,loadMultipartMBD
func_188633_a,addModelParentLocation
func_188634_a,loadItemModel
func_188635_i,bakeItemModels
func_188636_a,loadModelBlockDefinition
func_188637_e,loadMultipartVariantModels
func_188638_a,loadVariantList
func_188639_a,createRandomModelForVariantList
func_188640_b,loadBlocks
func_188644_a,addFaceQuads
func_188645_a,addGeneralQuads
func_188647_a,makeMultipartModel
func_188648_a,putModel
func_188650_g,getTargetLocation
func_188651_f,getMaxRiseOrFall
func_188652_i,getType
func_188653_h,getYawFactor
func_188654_a,getIsStationary
func_188655_a,onCrystalDestroyed
func_188656_a,getAdjustedDamage
func_188657_b,doClientRenderEffects
func_188658_e,removeAreaEffect
func_188659_c,doLocalUpdate
func_188660_d,initPhase
func_188663_j,resetFlameCount
func_188668_a,setTarget
func_188674_a,strafePlayer
func_188675_j,findNewTarget
func_188676_k,navigateToNextPathNode
func_188681_j,findNewTarget
func_188682_k,navigateToNextPathNode
func_188686_a,setTarget
func_188687_j,findNewTarget
func_188688_k,navigateToNextPathNode
func_188695_j,findNewTarget
func_188696_k,navigateToNextPathNode
func_188700_a,getSounds
func_188701_c,getSubtitle
func_188704_a,getByName
func_188712_c,getSubtitle
func_188714_b,getLocation
func_188715_a,addSound
func_188719_a,getSoundLocation
func_188721_b,getSoundAsOggLocation
func_188722_g,getType
func_188723_h,isStreaming
func_188724_c,getVolume
func_188725_d,getPitch
func_188732_a,deserializeType
func_188733_a,deserializeSounds
func_188734_b,deserializeSound
func_188735_a,create
func_188736_a,createPhase
func_188737_a,getConstructor
func_188738_a,getById
func_188739_c,getTotalPhases
func_188740_b,getId
func_188756_a,getCurrentPhase
func_188757_b,getPhase
func_188758_a,setPhase
func_188768_a,getMusicLocation
func_188769_a,getVolume
func_188770_e,getClampedVolume
func_188771_a,setVolume
func_188772_d,getClampedPitch
func_188773_b,removeListener
func_188774_a,addListener
func_188785_m,renderDirections
func_188786_a,openFile
func_188795_a,getByOrdinal
func_188802_a,forwardsRaycast
func_188803_a,rotateTowardsMovement
func_189101_db,isSmallSlime
func_189103_N,clearElytraFlying
func_189104_c,generatePositions
func_189210_b,getPosFromArguments
func_189211_a,getCoordinate
func_189213_a,onUpdate
func_189214_a,getBrightnessForRender
func_189404_a,setLootTable
func_189416_e,getToughness
func_189418_a,getContainer
func_189419_a,createDispenser
func_189423_a,readLongArray
func_189424_c,readVarIntArray
func_189425_b,readByteArray
func_189427_a,getDamageAfterAbsorb
func_189428_b,setAttackCooldown
func_189507_a,immediateBlockTick
func_189508_F,getPendingTileEntityAt
func_189509_E,isOutsideBuildHeight
func_189510_a,writeToNBT
func_189511_e,writeToNBT
func_189512_bd,getCachedUniqueIdString
func_189515_b,writeToNBT
func_189516_d,writeInternal
func_189517_E_,getUpdateTag
func_189518_D_,getUpdatePacket
func_189520_a,stop
func_189529_a,addDetail
func_189530_b,writeToNBT
func_189532_c,setPos
func_189533_g,setPos
func_189534_c,move
func_189535_a,setPos
func_189536_c,move
func_189539_a,eventReceived
func_189540_a,neighborChanged
func_189541_b,updateState
func_189542_i,getDepth
func_189543_a,getFlow
func_189544_a,getSlopeAngle
func_189545_x,getRenderedDepth
func_189546_a,neighborChanged
func_189547_a,onBlockEventReceived
func_189548_a,getLoadedChunks
func_189549_a,queueUnload
func_189551_b,writeToNBT
func_189552_a,writeToNBT
func_189553_b,getPathNodeTypeRaw
func_189554_f,getTileEntityTags
func_189555_a,extractChunkData
func_189556_a,calculateChunkSize
func_189559_a,setAreaTransparent
func_189560_a,hasDirection
func_189561_a,setDirection
func_189562_a,setPosition
func_189563_q,rebuildWorldView
func_189565_a,create
func_189566_q,getNodeProcessor
func_189567_a,stop
func_189646_b,addButton
func_189648_am,isReducedDebug
func_189649_b,getHeight
func_189651_aD,getForward
func_189652_ae,hasNoGravity
func_189653_aC,getPitchYaw
func_189654_d,setNoGravity
func_189656_a,registerFixesFireworkRocket
func_189657_a,registerFixesArrow
func_189658_a,registerFixesArrow
func_189659_b,registerFixesSpectralArrow
func_189660_b,registerFixesTippedArrow
func_189661_a,registerFixesThrowable
func_189662_a,registerFixesSnowball
func_189663_a,registerFixesEnderPearl
func_189664_a,registerFixesEgg
func_189665_a,registerFixesPotion
func_189666_a,registerFixesExpBottle
func_189667_a,rotate
func_189668_a,mirror
func_189669_a,registerFixesMinecart
func_189670_a,registerFixesMinecartCommand
func_189671_a,registerFixesMinecartFurnace
func_189672_a,registerFixesMinecartMobSpawner
func_189673_a,registerFixesMinecartEmpty
func_189674_a,registerFixesMinecartTNT
func_189675_a,registerFixesBrewingStand
func_189676_a,registerFixesFurnace
func_189677_a,registerFixesChest
func_189678_a,registerFixes
func_189679_b,registerFixesDropper
func_189681_a,registerFixesMinecartChest
func_189682_a,registerFixesMinecartHopper
func_189683_a,registerFixesHopper
func_189684_a,registerFixesMobSpawner
func_189685_a,registerFixesPiston
func_189686_f,createDownloadCallback
func_189688_b,validateResourcePackUrl
func_189692_a,drawNameplate
func_189693_b,addChainedFilledBoxVertices
func_189694_a,drawBoundingBox
func_189695_b,renderFilledBox
func_189696_b,renderFilledBox
func_189697_a,drawSelectionBoundingBox
func_189698_a,drawBoundingBox
func_189699_a,registerFixesFlowerPot
func_189700_k,getMode
func_189701_a,usedBy
func_189702_n,getIntegrity
func_189703_e,setShowAir
func_189704_J,updateBlockState
func_189705_a,writeCoordinates
func_189706_E,unloadStructure
func_189707_H,showsAir
func_189708_j,getMetadata
func_189709_F,isStructureLoadable
func_189710_f,setShowBoundingBox
func_189711_e,getPosition
func_189712_b,save
func_189713_m,ignoresEntities
func_189714_c,load
func_189715_d,getName
func_189716_h,getMirror
func_189717_g,getStructureSize
func_189718_a,setIntegrity
func_189719_o,getSeed
func_189720_a,createdBy
func_189721_I,showsBoundingBox
func_189722_G,isPowered
func_189723_d,setPowered
func_189724_l,nextMode
func_189725_a,setSeed
func_189726_i,getRotation
func_189732_d,setParticleParam2
func_189733_n,getParticleParam1
func_189734_b,setParticleParam1
func_189735_o,getParticleParam2
func_189738_a,registerFixesItemFrame
func_189739_a,canBeHooked
func_189741_a,registerFixesFallingBlock
func_189742_a,registerFixesItem
func_189743_a,registerFixesFireball
func_189744_a,registerFixesLargeFireball
func_189745_a,registerFixesSmallFireball
func_189746_a,registerFixesWitherSkull
func_189747_a,registerFixesDragonFireball
func_189748_bU,getLastDamageSource
func_189749_co,getWaterSlowDown
func_189752_a,registerFixesMob
func_189754_b,registerFixesBat
func_189755_b,registerFixesDragon
func_189756_b,registerFixesGhast
func_189757_b,registerFixesShulker
func_189758_c,registerFixesSlime
func_189759_b,registerFixesMagmaCube
func_189761_b,registerFixesBlaze
func_189762_b,registerFixesCreeper
func_189763_b,registerFixesEnderman
func_189764_b,registerFixesEndermite
func_189765_b,registerFixesGiantZombie
func_189766_b,registerFixesGuardian
func_189767_b,registerFixesSilverfish
func_189772_b,registerFixesSkeleton
func_189774_d,registerFixesSpider
func_189775_b,registerFixesCaveSpider
func_189776_b,registerFixesWitch
func_189779_d,registerFixesZombie
func_189781_b,registerFixesPigZombie
func_189782_b,registerFixesWither
func_189783_b,registerFixesSnowman
func_189784_b,registerFixesIronGolem
func_189785_b,registerFixesVillager
